Período,Edad Ult Cos,Ton.Azucar,Edad.Precosecha,%Sac.Caña,%ATR,KATRHM,Luvias 9 -FC
201709,15.24,232.125,12.16,12.9768,14.6497,1496.102106,1429.0
201709,14.55,148.42,12.09,12.671,14.254,1464.673141,968.0
201709,12.68,268.293,12.09,12.1259,13.7206,1343.482894,0.0
201709,13.83,119.669,12.35,11.807,13.2634,1161.44615,0.0
201709,8.28,12.224,12.09,11.566,13.417,989.908852,0.0
201709,7.46,4.527,12.09,10.8142,12.708,1176.351206,0.0
201709,17.54,30.671,17.54,10.662,13.395,895.189224,559.0
201709,17.64,59.179,17.64,10.6202,12.6354,799.743015,559.0
201709,13.7,337.939,12.09,13.1334,14.6105,1796.260255,335.0
201709,13.27,48.528,11.76,13.014,14.254,1028.537372,0.0
201709,14.06,224.422,12.55,12.9378,14.2179,1260.814954,0.0
201709,11.79,250.047,11.7,12.1641,13.6576,1727.317701,0.0
201709,13.5,17.995,11.99,11.0383,12.6167,1219.098708,0.0
201709,18.33,286.657,12.52,10.751,12.3298,1539.957252,1013.0
201709,15.77,20.879,12.09,15.433,16.89,970.092953,608.0
201709,15.8,24.505,12.09,14.126,15.484,852.643171,608.0
201709,15.8,31.229,12.09,14.031,15.415,1126.657354,608.0
201709,13.27,131.597,12.09,13.7199,15.128,1158.937842,0.0
201709,14.62,71.28,13.6,13.32,14.67,1879.76597,0.0
201709,12.09,365.204,11.7,13.2866,14.6492,1435.763655,269.0
201709,14.78,205.901,13.77,12.65,14.17,1872.578853,0.0
201709,14.75,203.633,13.73,12.5327,14.0749,1786.961396,0.0
201709,15.67,92.575,15.54,12.4775,14.0397,1172.544401,0.0
201709,15.74,80.445,15.61,12.449,14.145,1329.827706,0.0
201709,13.31,142.306,12.09,11.7595,13.2321,771.994218,0.0
201709,11.43,15.067,12.09,11.718,13.138,1881.278032,87.0
201709,12.55,143.838,12.09,11.5882,13.2794,1750.457863,176.0
201709,12.09,47.599,12.09,10.397,11.9063,1086.145949,0.0
201709,10.81,0.0,12.09,12.32020206531247,13.7531,1383.492899,59.0
201709,14.19,165.932,12.09,14.0233,15.4069,1324.663941,0.0
201709,12.62,150.848,12.09,13.8174,15.615,1378.818287,0.0
201709,13.37,182.632,12.09,12.6145,14.0107,2181.114185,0.0
201709,14.39,452.789,13.34,12.5122,13.8531,1733.396339,454.0
201709,15.77,67.31,15.61,12.25,13.764,1049.050977,0.0
201709,13.34,228.239,12.09,11.9302,13.37,1955.680248,371.0
201709,15.74,64.646,15.57,11.81,13.62,1208.583367,0.0
201709,14.19,225.769,12.09,14.3601,15.6039,1504.163975,0.0
201709,15.54,216.775,12.29,14.1513,15.5855,980.335119,0.0
201709,11.73,160.759,12.09,14.1158,15.6161,1494.41399,0.0
201709,14.59,24.618,11.7,14.0176,15.2939,1021.619941,0.0
201709,14.55,102.676,11.66,13.8963,15.2251,1120.442115,0.0
201709,12.09,365.987,11.63,13.4118,14.7112,1554.178046,241.0
201709,14.75,228.186,13.67,12.8333,14.082,1407.88958,486.0
201709,14.59,24.661,11.7,12.7605,13.9872,1190.247309,0.0
201709,14.82,77.742,12.09,12.75,14.689,1724.44598,0.0
201709,11.4,11.133,12.09,14.072,15.458,627.169455,27.0
201709,15.61,177.913,12.68,14.0369,15.382,1168.763653,596.0
201709,14.23,86.036,12.09,13.3895,14.7663,1239.293491,0.0
201709,13.08,30.006,11.24,13.2835,14.6253,1103.864386,0.0
201709,17.51,27.213,14.59,12.4639,14.1619,1478.406862,613.0
201709,14.03,30.928,12.09,12.3089,13.8175,1268.141633,317.0
201709,14.49,59.758,14.55,12.0578,13.4863,1451.322431,0.0
201709,14.39,98.488,11.01,11.8982,13.5102,1587.371854,491.0
201709,13.14,138.062,12.09,11.7798,13.1568,1649.615652,66.0
201709,14.92,360.344,12.09,11.5924,13.2262,1618.334438,621.0
201709,12.85,51.993,12.09,11.4122,13.2483,1257.675298,126.0
201709,12.85,48.833,12.09,11.383,12.842,1181.769833,268.0
201709,14.16,9.651,11.7,10.999,12.755,1226.85805,345.0
201709,14.82,36.642,11.89,10.5626,11.6734,1204.01014,518.0
201709,11.93,45.409,12.09,14.136,15.511,1207.722391,96.0
201709,14.69,492.798,11.47,13.8501,15.1624,1471.203299,0.0
201709,10.38,25.71,12.09,13.688,15.057,1598.657875,25.0
201709,15.61,205.855,11.73,13.258,14.5272,1347.229875,799.0
201709,12.02,265.929,12.09,12.2203,13.6229,1704.811313,0.0
201709,18.17,60.255,15.21,11.882,13.276,1457.958916,613.0
201709,18.37,193.197,18.17,11.3416,12.8509,856.975032,569.0
201709,8.97,13.184,12.09,10.972,12.604,1251.000477,0.0
201709,7.66,38.076,12.09,10.818,12.507,1288.433012,0.0
201709,14.98,323.147,12.45,13.4174,14.8701,1492.921862,0.0
201709,15.11,141.083,14.82,11.6762,13.3771,1083.097024,0.0
201709,14.23,16.485,11.7,11.179,12.655,1323.014363,353.0
201709,12.78,142.196,12.09,15.1528,16.5752,1257.065773,168.0
201709,15.18,194.733,11.79,15.1212,16.4106,1244.829816,778.0
201709,15.67,168.908,12.65,14.2327,15.7104,1214.068346,596.0
201709,14.62,91.839,11.6,13.3051,14.5589,1190.523057,0.0
201709,13.17,143.543,12.09,13.2633,14.5804,2008.654041,197.0
201709,12.12,301.01,11.53,13.1904,14.5422,1546.821119,218.0
201709,15.97,355.854,15.64,13.12,14.69,1264.635333,0.0
201709,13.57,29.709,12.32,12.974,14.355,949.28149,318.0
201709,14.59,131.01,11.3,12.9413,14.2216,1321.756147,0.0
201709,15.38,19.547,12.09,12.698,14.257,1080.491495,825.0
201709,14.59,304.239,12.09,11.8949,13.3152,1390.897498,0.0
201709,8.61,0.0,12.09,12.32020206531247,13.7531,1383.492899,8.0
201709,8.64,0.0,12.09,12.32020206531247,13.7531,1383.492899,8.0
201709,14.06,49.407,12.78,14.9907,16.4347,953.378843,366.0
201709,15.8,122.034,15.87,14.5365,15.9653,1135.138051,0.0
201709,16.0,66.932,15.64,14.2625,15.6911,1108.604836,0.0
201709,15.24,143.483,15.31,14.0007,15.4614,1104.743943,778.0
201709,14.39,149.3,13.17,13.933,15.231,1475.90081,371.0
201709,13.7,211.043,11.99,13.7251,15.0279,1551.600112,348.0
201709,12.78,169.456,12.09,13.3105,14.5826,1645.867296,108.0
201709,14.95,265.287,11.43,13.1037,14.5923,1772.233054,622.0
201709,9.86,23.67,12.09,13.0775,14.5036,1546.462285,21.0
201709,14.82,272.936,11.3,12.9405,14.4716,1801.716453,615.0
201709,14.62,26.46,14.26,12.3532,14.0,951.260504,0.0
201709,9.79,9.033,12.09,11.913,13.297,1432.593649,21.0
201709,15.24,149.34,15.28,14.9368,16.4665,1175.152041,728.0
201709,13.4,51.334,11.7,14.068,15.52,1789.696065,216.0
201709,12.12,109.012,12.16,13.587,15.0688,1370.950884,0.0
201709,13.67,179.999,12.35,13.5518,14.9338,1086.134665,318.0
201709,13.73,254.412,12.09,13.54,14.9026,1713.589995,0.0
201709,14.69,210.886,12.98,13.21,14.5422,1560.377903,0.0
201709,11.79,67.704,11.83,14.8291,16.5908,1220.918405,0.0
201709,14.42,155.207,13.14,13.9524,15.2795,1490.706634,371.0
201709,13.57,37.318,11.14,13.8218,15.3246,1348.331586,327.0
201709,13.86,134.028,12.58,13.6373,15.1342,1505.489967,161.0
201709,15.15,305.035,11.3,13.3155,14.7185,1816.014874,356.0
201709,13.57,42.186,11.14,13.08,14.62,1407.619226,327.0
201709,13.6,361.537,12.09,12.8477,14.3382,1593.888335,0.0
201709,13.57,14.268,11.14,10.316,11.74,1229.26295,327.0
201709,8.94,0.0,12.09,12.32020206531247,13.7531,1383.492899,25.0
201709,15.31,124.638,15.28,14.7392,16.0701,969.354367,753.0
201709,14.46,147.946,13.14,13.7935,15.0332,1409.248261,371.0
201709,13.8,69.173,12.48,13.3074,14.6397,1639.551423,161.0
201709,15.15,311.591,13.77,12.9417,14.2852,1713.805902,501.0
201709,15.51,57.9,15.47,12.875,14.401,1275.595727,0.0
201709,14.98,375.358,11.37,12.8617,14.3517,1812.022732,620.0
201709,13.17,137.816,12.09,12.5883,13.9109,1141.727393,0.0
201709,15.44,72.929,12.09,12.3607,13.7307,1364.955191,732.0
201709,15.51,450.859,15.57,12.2187,13.7343,1505.360708,409.0
201709,13.6,113.812,11.1,11.8756,13.2674,1393.018871,324.0
201709,8.9,0.0,12.09,12.32020206531247,13.7531,1383.492899,0.0
201709,15.21,182.577,12.09,14.4144,15.681,1742.173778,354.0
201709,15.47,121.923,12.09,13.6968,15.1347,1439.72171,732.0
201709,13.14,134.725,11.79,13.127,14.659,1686.841063,0.0
201709,15.34,19.221,15.24,12.68,14.213,1192.000502,1369.0
201709,15.67,10.913,15.57,11.8996,13.7219,1067.135055,1475.0
201709,14.42,128.565,12.09,11.8865,13.2785,1363.148832,0.0
201709,10.55,40.419,12.09,11.433,14.718,1823.180831,57.0
201709,13.96,301.166,13.63,14.7537,16.051,1447.519925,309.0
201709,14.52,179.532,12.09,14.7215,15.9842,1452.03484,0.0
201709,13.27,135.364,12.09,14.14,15.39,1421.456908,256.0
201709,13.7,348.59,13.47,13.817,15.1588,1604.330899,432.0
201709,15.11,143.069,13.27,13.1601,14.6373,1443.770267,539.0
201709,15.64,251.291,15.64,13.0517,14.6194,1434.212854,409.0
201709,13.21,48.756,12.09,12.96,14.52,1647.4372,0.0
201709,12.02,87.112,12.09,12.87,14.4,1729.853752,0.0
201709,23.79,16.956,23.52,12.7716,15.311,762.200949,1025.0
201709,11.96,64.313,12.09,12.7,14.18,1578.008665,0.0
201709,13.44,105.001,12.06,11.936,13.4277,1386.852906,60.0
201709,14.06,184.999,12.65,13.6441,14.9758,1447.395893,161.0
201709,15.05,211.692,14.75,13.5754,15.19,1655.656182,458.0
201709,13.27,118.254,12.09,13.04,14.43,1462.983552,256.0
201709,21.55,21.082,21.26,12.7868,14.9326,572.07672,969.0
201709,16.03,34.869,12.09,11.7,13.35,1423.486431,0.0
201709,13.31,73.755,12.09,14.07,15.46,1714.74166,256.0
201709,14.98,118.5,14.65,13.8436,15.438,1527.153474,455.0
201709,13.96,238.298,13.57,13.6646,15.0889,1661.658109,309.0
201709,13.31,59.787,12.09,13.65,15.06,1478.576495,256.0
201709,12.94,211.792,12.09,13.5821,15.1435,1176.024964,0.0
201709,14.52,176.174,14.59,13.4331,14.7264,1350.500462,371.0
201709,15.93,149.727,11.73,13.3522,14.6866,1083.265165,813.0
201709,14.32,297.268,13.93,12.7687,14.4792,1822.287725,357.0
201709,15.57,409.018,12.25,12.5488,14.0338,1626.309975,609.0
201709,14.62,52.949,11.99,12.1497,14.0897,1197.379251,597.0
201709,14.65,103.627,12.02,12.0557,14.3324,1140.846872,597.0
201709,11.47,4.469,12.09,11.409,12.758,1507.999577,89.0
201709,14.78,0.0,14.19,12.32020206531247,13.7531,1383.492899,0.0
201710,15.87,318.949,11.56,14.4425,15.9475,1480.189124,208.0
201709,13.9,204.87,13.96,13.7538,15.2328,1436.950415,0.0
201709,14.06,164.588,14.09,13.6746,15.0311,1365.679567,161.0
201709,15.05,362.494,13.11,12.703,14.1903,1850.480396,517.0
201709,19.94,41.678,12.09,12.369,14.565,1691.377465,1248.0
201709,14.98,46.859,13.04,12.006,13.444,2066.941213,510.0
201709,11.89,123.734,11.93,11.88,13.31,1236.854235,0.0
201709,13.83,68.316,11.2,11.7947,13.3815,1390.214409,452.0
201709,14.72,138.243,12.06,11.709,13.5376,1269.931722,597.0
201709,9.17,38.965,12.09,11.128,12.9844,1600.237228,0.0
201709,12.16,28.701,12.09,11.042,12.704,723.403962,207.0
201709,15.08,131.362,11.47,14.507,15.856,1837.128343,785.0
201709,15.57,230.996,12.19,13.5341,15.0052,1625.438133,575.0
201709,14.06,121.82,14.06,13.2468,14.699,1357.824333,161.0
201709,14.75,134.434,12.09,12.7549,14.3338,1308.996098,594.0
201709,15.15,164.176,12.09,12.7287,14.4243,1382.603168,353.0
201709,15.15,116.618,12.09,11.8255,13.675,1261.246501,353.0
201709,8.15,0.0,12.09,12.32020206531247,13.7531,1383.492899,12.0
201709,15.21,112.602,14.55,14.1986,15.5921,1590.825035,822.0
201709,14.06,134.616,14.03,14.1894,15.5244,1770.497888,161.0
201709,13.83,400.803,13.11,14.0573,15.6236,1388.628761,238.0
201709,13.37,16.717,13.11,14.0521,15.4422,1392.998968,256.0
201709,13.47,115.002,13.54,13.2941,14.7624,1527.380555,194.0
201709,12.32,64.18,12.09,13.248,15.016,1369.551831,0.0
201709,12.32,173.664,12.09,13.0826,14.6646,2173.488786,0.0
201709,12.32,105.68,12.09,13.0665,15.2429,1434.230537,0.0
201709,11.24,222.933,11.24,12.751,14.1469,1380.415177,0.0
201709,12.06,84.937,11.83,12.725,14.684,1328.121206,0.0
201709,15.01,189.799,12.09,12.4331,13.9654,1540.185886,30.0
201709,12.52,27.122,12.29,14.0359,15.6126,1175.916856,132.0
201710,15.64,101.76,12.09,13.7817,15.0599,1201.676094,676.0
201710,17.87,571.863,17.12,13.2655,14.6382,1444.049317,377.0
201709,15.21,134.625,14.52,13.2302,14.4883,1615.909675,865.0
201709,15.24,89.805,11.5,12.8575,14.2327,1581.497768,491.0
201709,13.8,95.276,13.04,12.6956,14.1039,1676.389757,238.0
201709,14.88,68.508,14.42,12.219,13.8133,1334.773076,442.0
201709,7.69,76.332,12.09,10.32,11.593,530.657319,0.0
201709,8.11,8.908,12.09,10.296,11.856,1518.620567,2.0
201710,15.97,139.666,11.53,14.5971,15.9161,1356.647779,249.0
201710,15.21,219.829,14.49,12.22,13.801,1377.538109,865.0
201710,14.82,25.095,11.79,12.2012,13.5974,1259.6844,440.0
201710,12.22,147.97,12.09,11.9128,13.3774,1981.543435,80.0
201710,9.56,14.671,12.09,11.587,12.998,1447.314251,23.0
201710,14.39,54.391,14.16,11.3135,12.9146,1279.881271,429.0
201710,15.93,155.817,11.47,13.8464,15.1977,1374.467249,240.0
201710,15.01,175.689,12.45,13.2619,14.5472,1081.971696,551.0
201710,15.28,41.583,11.53,13.195,14.606,1639.872422,460.0
201710,15.64,138.833,12.09,13.1001,14.7205,1375.562044,576.0
201709,12.65,6.144,12.16,12.967,14.781,1317.086418,169.0
201710,15.15,115.372,14.39,12.8535,14.381,1282.857757,835.0
201710,11.96,85.284,12.09,12.455,14.118,1855.006043,102.0
201710,13.86,75.003,12.09,11.868,13.213,1483.319779,230.0
201710,15.11,36.064,12.06,11.861,13.06,1260.694793,460.0
201710,14.0,141.922,13.17,11.8496,13.3605,1397.640744,0.0
201710,13.67,32.006,12.09,11.73,12.9882,1398.296227,98.0
201710,13.44,255.855,12.09,9.49,10.742,1019.002455,0.0
201710,15.15,91.61,14.36,13.3243,14.6893,1963.53403,835.0
201710,13.83,202.655,12.98,13.0728,14.4311,1380.029604,0.0
201710,13.73,235.646,13.44,13.0503,14.5949,1670.761357,86.0
201710,16.46,89.258,16.03,12.6824,14.095,1132.907785,1312.0
201710,15.08,198.969,11.3,12.3212,13.7945,1634.1601,418.0
201710,15.08,309.326,11.3,12.3167,13.6604,1577.512051,433.0
201710,12.52,122.74,12.09,11.5656,13.1328,1627.503966,0.0
201710,8.38,0.0,12.09,12.32020206531247,13.7531,1383.492899,39.0
201710,14.55,191.851,14.23,13.5642,14.7497,1564.368799,358.0
201710,15.7,257.16,12.09,13.09,14.4006,1190.237875,593.0
201710,19.61,263.632,18.73,13.0368,14.391,1049.885702,0.0
201710,14.23,82.018,13.9,12.8355,14.2711,1832.740505,208.0
201710,14.23,39.625,13.9,12.7924,14.1549,2043.493336,298.0
201710,14.03,45.795,15.18,12.5396,13.7866,1621.571441,444.0
201710,15.87,112.265,15.44,10.7087,12.1171,919.300281,1280.0
201710,15.05,181.101,12.39,13.9355,15.2521,1125.391189,529.0
201710,15.64,357.93,14.75,13.2057,14.6205,1573.5096,726.0
201710,15.84,85.193,12.71,12.6946,13.9631,1381.991829,633.0
201710,15.41,79.517,12.09,12.4437,13.8212,1745.650745,0.0
201710,15.01,104.206,14.65,11.8227,13.1918,1186.133441,265.0
201710,15.8,105.547,12.68,11.7554,13.0316,1509.881729,661.0
201710,15.67,11.47,15.18,11.527,13.234,1391.95078,0.0
201710,15.08,131.425,15.11,11.494,12.812,1584.770475,417.0
201710,14.26,74.24,14.32,11.4673,12.7209,1712.771949,298.0
201710,14.98,46.964,14.62,11.087,13.035,1198.924287,265.0
201710,15.67,63.017,15.18,11.031,12.24,1134.406128,1199.0
201710,16.33,150.385,15.87,12.902,14.2596,1433.200272,696.0
201710,14.09,162.22,14.09,12.7141,14.1941,1770.704445,278.0
201710,14.29,55.463,14.32,12.5203,13.9105,1165.675209,298.0
201710,14.09,22.592,14.09,12.4956,14.0979,1257.051715,261.0
201710,13.5,112.736,12.09,11.7056,13.0712,1158.436777,187.0
201710,14.78,179.834,14.36,12.9324,14.4561,1586.839582,443.0
201710,15.01,248.244,11.76,12.8999,14.3898,2014.818543,0.0
201710,15.21,107.031,15.01,12.5162,14.0634,1129.727415,523.0
201710,13.6,141.547,12.09,12.4191,14.0006,2151.660372,190.0
201710,16.03,338.956,11.47,12.1053,13.4906,1289.586428,819.0
201710,15.74,319.441,12.09,12.7191,14.0396,1251.211631,570.0
201710,13.54,217.116,13.21,12.55,13.99,1580.777582,264.0
201710,14.92,257.001,14.85,12.5418,14.0643,1672.062279,419.0
201710,14.78,113.357,14.32,11.9306,13.6205,1588.662291,438.0
201710,13.63,102.062,13.63,11.8374,13.1785,1739.735346,0.0
201710,15.11,201.276,15.05,11.8301,13.2575,1448.829182,403.0
201710,15.08,92.637,11.79,11.6979,13.6727,1429.315993,0.0
201710,9.07,36.629,12.09,10.5913,12.4281,1058.551156,45.0
201710,14.09,37.929,13.6,12.544,13.938,1598.428897,225.0
201710,12.65,112.391,12.29,12.37,13.69,2017.868171,213.0
201710,14.13,31.661,14.03,12.276,13.459,1395.666414,250.0
201710,14.42,41.524,13.21,11.9409,13.1423,1549.837007,356.0
201710,12.39,22.004,12.12,11.4796,13.043,1458.257929,225.0
201710,12.48,86.512,12.09,11.4568,13.0988,818.01901,0.0
201710,16.43,158.547,16.16,11.3709,12.8238,1321.970535,1005.0
201710,14.16,72.651,13.67,11.3463,12.6894,1172.573692,260.0
201710,15.77,79.547,15.01,14.36,16.005,1209.469819,483.0
201710,13.86,152.306,13.7,13.553,15.0898,1403.405098,130.0
201710,13.17,46.294,11.93,13.24,14.588,1101.112213,0.0
201710,14.49,96.191,14.42,13.0852,14.3542,1580.943635,0.0
201710,12.68,54.884,12.29,12.19,13.63,1464.939764,213.0
201710,17.35,91.883,12.68,12.0373,13.5731,1314.78569,842.0
201710,15.24,28.017,12.09,11.2857,12.8342,1192.576307,0.0
201710,14.26,66.227,14.32,14.5438,15.7572,1666.714053,321.0
201710,14.55,171.965,14.46,13.3879,14.8807,1243.05371,0.0
201710,14.36,847.061,13.24,13.2682,14.7421,1312.46378,0.0
201710,15.54,65.184,14.98,13.193,14.593,1814.782967,371.0
201710,15.64,64.003,15.08,13.0362,14.5118,1482.329735,512.0
201710,15.64,101.48,14.85,12.9754,14.3003,1355.999078,483.0
201710,15.57,271.443,12.09,12.9325,14.314,1224.489,0.0
201710,14.19,127.308,14.03,12.0255,13.5233,1387.699999,250.0
201710,13.67,148.715,13.11,11.7331,13.0452,1442.485077,157.0
201710,15.41,188.121,14.85,11.7157,13.1718,1835.629665,365.0
201710,15.28,118.548,14.65,13.856,15.2771,1292.428459,579.0
201710,13.63,161.264,13.17,13.1,14.5,1566.737737,264.0
201710,12.45,5.731,11.99,12.97,14.48,1688.419506,191.0
201710,12.91,21.697,12.29,12.6625,13.9623,959.053977,0.0
201710,15.11,213.11,14.26,12.2767,13.606,1911.819074,363.0
201710,13.7,54.419,13.11,11.1393,12.345,1366.505504,157.0
201710,15.31,30.082,14.72,10.9963,12.1515,868.116387,342.0
201710,13.7,270.055,12.09,13.2108,14.5429,1370.304422,250.0
201710,14.32,112.128,13.96,12.8546,14.1886,1197.372722,113.0
201710,13.7,194.853,13.08,12.8361,14.1539,1604.047567,157.0
201710,14.49,46.011,12.09,12.7659,14.0206,1312.648131,220.0
201710,14.09,128.718,13.21,12.4245,13.7504,1584.944294,203.0
201710,13.7,72.942,12.09,12.2542,13.5973,1411.193926,250.0
201710,12.62,181.058,12.22,12.0884,13.5599,1496.77534,162.0
201710,18.43,223.041,11.04,11.7907,13.2407,975.572153,947.0
201710,16.72,409.47,12.78,11.6444,13.1303,1710.82269,0.0
201710,14.75,122.502,14.13,11.3697,12.7878,1602.263139,281.0
201710,8.15,93.7365,12.09,12.32020206531247,13.7531,1383.492899,0.0
201710,14.65,163.578,12.09,13.5699,14.7985,1309.045977,0.0
201710,15.61,22.647,14.69,13.417,14.653,1492.913223,516.0
201710,14.78,68.809,14.75,13.4,14.71,1251.366974,437.0
201710,14.78,52.855,14.75,13.35,14.78,1280.857142,437.0
201710,15.7,12.187,15.67,13.14,14.63,1403.020543,631.0
201710,16.66,267.294,15.93,13.1382,14.4428,1207.995641,1108.0
201710,15.38,290.523,12.09,12.989,14.3074,1474.915725,586.0
201710,19.35,8.655,18.43,12.918,14.296,949.059554,749.0
201710,12.65,59.207,12.22,12.481,13.973,1789.655082,162.0
201710,12.88,141.265,12.35,12.4,13.75,1469.606478,213.0
201710,12.62,153.229,12.19,12.2223,13.591,1467.696851,162.0
201710,14.46,403.864,14.39,12.158,13.4149,1486.740969,220.0
201710,11.63,82.78,12.09,12.1468,13.4488,1236.466984,0.0
201710,14.55,109.294,14.26,11.5565,12.8282,1287.073429,305.0
201710,11.17,55.352,12.09,11.3764,12.6901,1645.317214,0.0
201710,12.52,13.709,12.29,11.3,12.66,1746.817092,191.0
201710,8.74,93.7365,12.09,12.32020206531247,13.7531,1383.492899,0.0
201710,8.61,9.595,12.09,13.711,15.524,1058.163544,0.0
201710,14.65,215.736,12.09,13.3117,14.5966,1212.372062,0.0
201710,15.57,73.242,15.51,13.31,14.49,1403.412364,578.0
201710,11.93,32.549,12.09,13.272,14.696,1561.06782,0.0
201710,13.8,155.24,13.31,13.037,14.491,1495.224268,0.0
201710,9.3,6.962,12.09,13.031,14.385,807.892059,50.0
201710,15.38,146.527,12.09,12.8599,14.0988,1560.521851,0.0
201710,12.12,110.451,12.09,12.108,13.5304,1799.434289,150.0
201710,11.93,32.245,12.09,11.9054,13.1853,1407.029303,0.0
201710,16.3,69.456,15.34,11.7682,13.2543,1054.509745,801.0
201710,13.77,200.691,13.08,11.625,12.9377,1424.215439,157.0
201710,12.68,84.703,12.09,11.2778,13.0467,1386.4888,159.0
201710,14.69,86.528,13.6,14.1409,15.362,1277.727516,0.0
201710,14.85,65.921,14.75,13.79,15.34,1354.826358,445.0
201710,14.85,131.047,14.75,13.29,14.89,1358.321177,437.0
201710,16.1,130.476,14.13,13.2,14.74,1339.698725,688.0
201710,15.74,90.79,14.75,13.0842,14.5175,1730.283304,519.0
201710,16.3,97.87,15.31,12.5832,13.9415,1570.008121,801.0
201710,13.8,309.922,13.21,12.57,14.01,1593.740585,0.0
201710,14.78,227.231,14.39,13.4888,14.7608,1627.805589,409.0
201710,14.88,85.681,14.75,13.12,14.59,1291.957889,437.0
201710,15.51,53.346,14.39,12.2871,13.6315,1636.522608,0.0
201710,16.33,79.478,15.31,11.9481,13.4809,1341.050356,801.0
201710,14.46,123.091,13.93,11.8132,13.1155,1291.343204,494.0
201710,16.2,35.649,15.87,10.5382,11.933,953.688153,715.0
201710,15.77,30.937,15.24,9.734,11.4712,860.152483,731.0
201710,18.37,1.662,12.09,14.592,16.213,953.922201,1005.0
201710,14.09,141.433,12.52,14.0572,15.298,1361.988335,343.0
201710,16.33,71.254,15.28,13.8405,15.2931,1284.301723,801.0
201710,16.13,226.53,14.09,13.7,15.12,1458.885767,675.0
201710,16.1,72.075,12.06,13.6344,15.0096,1262.827737,907.0
201710,15.31,139.392,14.16,13.1531,14.5386,1671.084695,0.0
201710,15.74,213.556,14.42,13.0915,14.4152,1687.94299,0.0
201710,16.16,43.442,12.12,12.958,14.238,1262.558548,1037.0
201711,15.51,16.649,14.46,12.948,14.361,1236.483807,471.0
201710,13.86,17.166,13.27,12.682,14.151,2062.276913,0.0
201710,15.51,47.909,14.46,12.384,13.893,1236.353004,471.0
201711,12.22,157.287,12.09,11.9093,13.2656,1750.821227,150.0
201710,16.72,486.914,16.36,11.8614,13.1839,1827.130319,688.0
201710,15.47,104.178,12.09,14.3898,15.6853,848.142836,0.0
201710,15.41,392.774,12.09,13.5257,14.9467,1661.311923,0.0
201710,13.86,177.734,13.24,13.3375,14.6694,1579.201404,0.0
201710,14.55,115.789,12.94,13.2771,14.6123,1236.986087,432.0
201710,12.12,135.836,12.09,13.138,14.7797,1962.53733,142.0
201710,16.23,97.98,15.15,13.1055,14.6654,1260.949878,793.0
201710,12.39,7.892,11.76,13.071,14.444,1721.551251,145.0
201710,15.54,223.419,14.46,13.043,14.4602,1572.080268,471.0
201710,13.9,29.259,13.27,12.936,14.803,1703.543084,246.0
201710,15.57,140.075,14.39,12.5931,14.0204,1798.270662,0.0
201710,14.75,5.642,13.86,12.445,13.74,967.645797,0.0
201710,12.75,101.608,11.83,14.228,15.312,1342.753723,0.0
201710,16.89,218.553,15.97,13.5736,14.996,1212.496069,1108.0
201710,15.54,75.636,12.09,13.4918,14.9096,1506.694712,0.0
201710,14.78,1.18,13.86,13.008,14.332,580.102045,0.0
201710,16.13,158.464,14.03,12.93,14.31,1245.32458,673.0
201710,15.24,32.725,15.31,12.825,14.3468,1687.031645,0.0
201710,12.25,52.116,12.09,12.788,14.174,1181.228667,159.0
201710,14.88,62.394,13.34,12.6099,13.9542,1751.135286,0.0
201710,15.31,383.249,14.88,12.3642,13.9146,1401.902018,446.0
201710,14.88,58.619,13.34,12.3618,13.5715,1649.624461,0.0
201710,13.14,15.928,12.22,12.207,13.736,1578.594642,0.0
201710,12.25,8.607,12.09,11.008,12.236,1175.76,159.0
201710,15.41,2.585,13.57,14.635,15.9,654.359339,291.0
201710,14.65,264.487,14.42,13.8439,15.1819,1404.37986,544.0
201710,15.21,126.734,12.09,13.7354,15.0671,1471.790464,0.0
201710,15.41,166.575,14.65,13.67,15.03,1486.982738,388.0
201710,14.09,292.158,12.42,13.6391,14.9851,1401.5506,265.0
201710,14.88,20.741,12.09,13.6,14.912,1988.336584,0.0
201710,15.9,161.69,14.75,13.5152,14.8014,1078.565181,519.0
201710,13.96,161.463,13.27,13.4234,14.7485,1781.272379,246.0
201710,14.75,58.819,12.09,13.1589,14.4958,1822.091709,0.0
201710,15.77,233.84,15.51,12.84,14.26,1477.942479,549.0
201710,14.88,48.344,13.31,12.7431,14.1612,1799.753564,0.0
201710,14.92,54.393,13.34,12.6982,13.9658,1689.579794,0.0
201710,12.35,180.077,11.66,12.5968,13.9265,1840.748058,0.0
201710,14.85,61.59,12.09,12.4204,13.8229,1695.993489,0.0
201710,15.84,304.173,15.54,12.1811,13.6339,1426.767925,0.0
201710,11.5,0.0,12.09,12.32020206531247,13.7531,1383.492899,152.0
201710,15.87,262.999,12.09,13.4211,14.8008,1377.960407,412.0
201710,16.07,28.281,16.0,12.495,14.024,1282.343888,0.0
201710,14.72,39.431,13.73,11.351,12.8124,1815.212162,517.0
201710,15.67,208.137,15.31,13.8266,15.1716,970.323415,0.0
201710,14.95,76.463,12.09,13.5973,15.0154,1924.077343,0.0
201710,14.09,272.804,13.77,12.92,14.34,1367.224681,256.0
201710,15.31,74.497,15.24,12.824,14.025,823.202801,277.0
201710,12.81,224.598,12.22,12.3319,13.7035,1868.539278,182.0
201710,14.82,58.027,14.72,12.0766,13.371,1637.120458,86.0
201710,10.18,14.6,12.09,11.892,13.285,1338.206605,140.0
